# Annotated with Bakta
# Software: v1.12.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	3623676	3624059	-	HFCAGB_03650	rplQ	50S ribosomal protein L17	COG:COG0203, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, RefSeq:WP_001216370.1, SO:0001217, UniParc:UPI000005A801, UniRef:UniRef100_Q7CPL7, UniRef:UniRef50_P44355, UniRef:UniRef90_Q7CPL7
contig_1	cds	3624100	3625089	-	HFCAGB_03651	rpoA	DNA-directed RNA polymerase subunit alpha	COG:COG0202, COG:K, EC:2.7.7.6, GO:0000428, GO:0001054, GO:0001055, GO:0001056, GO:0001057, GO:0001058, GO:0001066, GO:0003677, GO:0003899, GO:0005737, GO:0006351, GO:0046983, RefSeq:WP_001162094.1, SO:0001217, UniParc:UPI000003EB6C, UniRef:UniRef100_A8AQJ0, UniRef:UniRef50_P0A0Y1, UniRef:UniRef90_A8AQJ0
contig_1	cds	3625115	3625735	-	HFCAGB_03652	rpsD	30S ribosomal protein S4	COG:COG0522, COG:J, GO:0003735, GO:0006412, GO:0015935, GO:0019843, GO:0042274, KEGG:K02986, RefSeq:WP_000135226.1, SO:0001217, UniParc:UPI0000162295, UniRef:UniRef100_O54297, UniRef:UniRef50_O54297, UniRef:UniRef90_O54297
contig_1	cds	3625805	3626185	+	HFCAGB_03653		hypothetical protein	SO:0001217, UniParc:UPI0001603CD5, UniRef:UniRef100_A0A8D4YQT8, UniRef:UniRef50_A0A0H2VCZ3, UniRef:UniRef90_A0A0H2VCZ3
contig_1	cds	3626175	3626531	-	HFCAGB_03654	rpsM	30S ribosomal protein S13	COG:COG0099, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005829, GO:0005840, GO:0006412, GO:0015935, GO:0019843, RefSeq:WP_000090780.1, SO:0001217, UniParc:UPI0000162296, UniRef:UniRef100_Q8ZLM1, UniRef:UniRef50_P0A7S9, UniRef:UniRef90_P0A7S9
contig_1	ncRNA-region	3626499	3626610	-			Alpha operon ribosome binding site	RFAM:RF00140, SO:0000139
contig_1	cds	3626678	3626794	-	HFCAGB_03655	rpmJ	50S ribosomal protein L36	COG:COG0257, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:1990904, KEGG:K02919, RefSeq:WP_000868187.1, SO:0001217, UniParc:UPI000003EAC1, UniRef:UniRef100_P0A7Q8, UniRef:UniRef50_P0A7Q8, UniRef:UniRef90_P0A7Q8
contig_1	cds	3626826	3628157	-	HFCAGB_03656	secY	preprotein translocase subunit SecY	COG:COG0201, COG:U, GO:0005886, GO:0006605, GO:0015031, GO:0016020, GO:0043952, GO:0065002, RefSeq:WP_001118864.1, SO:0001217, UniParc:UPI00000CD42D, UniRef:UniRef100_A0A2T1LEL4, UniRef:UniRef50_P0AGA2, UniRef:UniRef90_P0AGA2
contig_1	cds	3628165	3628599	-	HFCAGB_03657	rplO	50S ribosomal protein L15	COG:COG0200, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, RefSeq:WP_001238917.1, SO:0001217, UniParc:UPI000005A7FC, UniRef:UniRef100_A8AQJ5, UniRef:UniRef50_P02413, UniRef:UniRef90_P02413
contig_1	cds	3628603	3628782	-	HFCAGB_03658	rpmD	50S ribosomal protein L30	COG:COG1841, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0022625, RefSeq:WP_001140434.1, SO:0001217, UniParc:UPI000005A7FB, UniRef:UniRef100_A8AQJ6, UniRef:UniRef50_P0AG51, UniRef:UniRef90_P0AG51
contig_1	cds	3628786	3629289	-	HFCAGB_03659	rpsE	30S ribosomal protein S5	COG:COG0098, COG:J, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843, KEGG:K02988, RefSeq:WP_000940121.1, SO:0001217, UniParc:UPI000003EAC5, UniRef:UniRef100_A8AQJ8, UniRef:UniRef50_Q9HWF2, UniRef:UniRef90_Q9CL47
contig_1	cds	3629304	3629657	-	HFCAGB_03660	rplR	50S ribosomal protein L18	COG:COG0256, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0008097, GO:0022625, RefSeq:WP_000358956.1, SO:0001217, UniParc:UPI000005A7FA, UniRef:UniRef100_Q7CPL6, UniRef:UniRef50_P44356, UniRef:UniRef90_Q7CPL6
contig_1	cds	3629667	3630200	-	HFCAGB_03661	rplF	50S ribosomal protein L6	COG:COG0097, COG:J, GO:0002181, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, RefSeq:WP_000091938.1, SO:0001217, UniParc:UPI00017F7813, UniRef:UniRef100_B5FJJ9, UniRef:UniRef50_P0AG55, UniRef:UniRef90_P0AG55
contig_1	cds	3630213	3630605	-	HFCAGB_03662		Small ribosomal subunit protein uS8	RefSeq:WP_000062611.1, SO:0001217, UniParc:UPI000003EAC8, UniRef:UniRef100_A8AQK2, UniRef:UniRef90_Q6CZY4
contig_1	cds	3630639	3630944	-	HFCAGB_03663	rpsN	30S ribosomal protein S14	COG:COG0199, COG:J, GO:0003735, GO:0005737, GO:0005840, GO:0006412, GO:0015935, GO:0019843, KEGG:K02954, RefSeq:WP_001118932.1, SO:0001217, UniParc:UPI000005A7F8, UniRef:UniRef100_P66409, UniRef:UniRef50_P46179, UniRef:UniRef90_P46179
contig_1	cds	3630959	3631498	-	HFCAGB_03664	rplE	50S ribosomal protein L5	COG:COG0094, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, KEGG:K02931, RefSeq:WP_001096206.1, SO:0001217, UniParc:UPI000005A7F7, UniRef:UniRef100_P62405, UniRef:UniRef50_Q83PY9, UniRef:UniRef90_Q83PY9
contig_1	cds	3631513	3631827	-	HFCAGB_03665	rplX	50S ribosomal protein L24	COG:COG0198, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000729185.1, SO:0001217, UniParc:UPI000003EACB, UniRef:UniRef100_P60624, UniRef:UniRef50_P60624, UniRef:UniRef90_P60624
contig_1	cds	3631838	3632209	-	HFCAGB_03666	rplN	50S ribosomal protein L14	COG:COG0093, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0022625, GO:0070180, KEGG:K02874, RefSeq:WP_000613954.1, SO:0001217, UniParc:UPI000005A7F5, UniRef:UniRef100_Q7CPL5, UniRef:UniRef50_P0ADY3, UniRef:UniRef90_Q1LTC8
contig_1	cds	3632373	3632627	-	HFCAGB_03667	rpsQ	30S ribosomal protein S17	GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022627, RefSeq:WP_000130101.1, SO:0001217, UniParc:UPI000005A7F4, UniRef:UniRef100_P66451, UniRef:UniRef50_P66451, UniRef:UniRef90_P66451
contig_1	cds	3632627	3632818	-	HFCAGB_03668	rpmC	50S ribosomal protein L29	COG:COG0255, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0022625, RefSeq:WP_000644742.1, SO:0001217, UniParc:UPI000005A7F3, UniRef:UniRef100_A8AQK8, UniRef:UniRef50_Q8ZJA4, UniRef:UniRef90_Q8ZJA4
contig_1	cds	3632818	3633228	-	HFCAGB_03669	rplP	50S ribosomal protein L16	COG:COG0197, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0019843, GO:0022625, RefSeq:WP_000941208.1, SO:0001217, UniParc:UPI000005A7F2, UniRef:UniRef100_Q7CPL4, UniRef:UniRef50_Q83ER9, UniRef:UniRef90_Q9CL38
contig_1	cds	3633241	3633942	-	HFCAGB_03670	rpsC	30S ribosomal protein S3	COG:COG0092, COG:J, GO:0000028, GO:0002181, GO:0003729, GO:0003735, GO:0005737, GO:0005829, GO:0006412, GO:0019843, GO:0022627, KEGG:K02982, RefSeq:WP_000529945.1, SO:0001217, UniParc:UPI000003EAE1, UniRef:UniRef100_A8AQL0, UniRef:UniRef50_A8AQL0, UniRef:UniRef90_A8AQL0
contig_1	cds	3633960	3634292	-	HFCAGB_03671	rplV	50S ribosomal protein L22	COG:COG0091, COG:J, GO:0003735, GO:0006412, GO:0015934, GO:0019843, GO:0022625, KEGG:K02890, RefSeq:WP_000447529.1, SO:0001217, UniParc:UPI000003EAE2, UniRef:UniRef100_A8AQL2, UniRef:UniRef50_P44360, UniRef:UniRef90_P44360
contig_1	cds	3634307	3634585	-	HFCAGB_03672	rpsS	30S ribosomal protein S19	COG:COG0185, COG:J, GO:0000028, GO:0003735, GO:0005737, GO:0006412, GO:0015935, GO:0019843, RefSeq:WP_001138115.1, SO:0001217, UniParc:UPI000005A7F1, UniRef:UniRef100_P66491, UniRef:UniRef50_P21476, UniRef:UniRef90_P66491
contig_1	cds	3634602	3635423	-	HFCAGB_03673	rplB	50S ribosomal protein L2	COG:COG0090, COG:J, GO:0002181, GO:0003723, GO:0003735, GO:0006412, GO:0015934, GO:0016740, GO:0019843, KEGG:K02886, RefSeq:WP_000301869.1, SO:0001217, UniParc:UPI000005A7F0, UniRef:UniRef100_P60428, UniRef:UniRef50_Q605B5, UniRef:UniRef90_P60428
contig_1	cds	3635441	3635743	-	HFCAGB_03674	rplW	50S ribosomal protein L23	COG:COG0089, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:1990904, RefSeq:WP_000617546.1, SO:0001217, UniParc:UPI000005A7EF, UniRef:UniRef100_Q7CPL3, UniRef:UniRef50_P0ADZ0, UniRef:UniRef90_P0ADZ0
contig_1	cds	3635740	3636345	-	HFCAGB_03675	rplD	50S ribosomal protein L4	COG:COG0088, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, GO:1990904, RefSeq:WP_000424395.1, SO:0001217, UniParc:UPI000003EAE6, UniRef:UniRef100_A8AQL8, UniRef:UniRef50_P44345, UniRef:UniRef90_P49226
contig_1	cds	3636356	3636985	-	HFCAGB_03676	rplC	50S ribosomal protein L3	COG:COG0087, COG:J, GO:0003735, GO:0005840, GO:0006412, GO:0019843, GO:0022625, RefSeq:WP_000579838.1, SO:0001217, UniParc:UPI000005A7EE, UniRef:UniRef100_P60446, UniRef:UniRef50_P60438, UniRef:UniRef90_P60438
contig_1	cds	3637018	3637329	-	HFCAGB_03677	rpsJ_V57L	30S ribosomal protein S10	COG:COG0051, COG:J, GO:0000049, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_001181005.1, SO:0001217, UniParc:UPI000005A7ED, UniRef:UniRef100_A8AQM1, UniRef:UniRef50_Q889X2, UniRef:UniRef90_A8AQM1
contig_1	cds	3637709	3638176	+	HFCAGB_03678	hopD	leader peptidase HopD	BlastRules:WP_000495848, GO:0004190, GO:0016020, RefSeq:WP_000495849.1, SO:0001217, UniParc:UPI000005A7EC, UniRef:UniRef100_V7ITA1, UniRef:UniRef50_O68927, UniRef:UniRef90_O68927
contig_1	cds	3638173	3638649	-	HFCAGB_03679	bfr	bacterioferritin	COG:COG2193, COG:P, EC:1.16.3.1, GO:0004322, GO:0005506, GO:0005829, GO:0006879, GO:0006880, GO:0008199, GO:0015093, GO:0020037, RefSeq:WP_000675530.1, SO:0001217, UniParc:UPI00001268C1, UniRef:UniRef100_O68926, UniRef:UniRef50_P73287, UniRef:UniRef90_O68926
contig_1	cds	3638722	3638916	-	HFCAGB_03680	bfd	bacterioferritin-associated ferredoxin	COG:COG2906, COG:P, GO:0046872, GO:0051537, RefSeq:WP_000289082.1, SO:0001217, UniParc:UPI000005A7EA, UniRef:UniRef100_P0A1Z6, UniRef:UniRef50_P0AE56, UniRef:UniRef90_P0A1Z6
contig_1	cds	3639101	3640285	-	HFCAGB_03681	tuf	elongation factor Tu	COG:COG0050, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005737, GO:0006414, GO:0097216, RefSeq:WP_000031748.1, SO:0001217, UniParc:UPI000005A5E6, UniRef:UniRef100_P0A1H5, UniRef:UniRef50_P0A1H5, UniRef:UniRef90_P0A1H5
contig_1	cds	3640357	3642471	-	HFCAGB_03682	fusA	elongation factor G	COG:COG0480, COG:J, GO:0003746, GO:0003924, GO:0005525, GO:0005829, GO:0006414, GO:0032790, GO:0097216, KEGG:K02355, RefSeq:WP_000124693.1, SO:0001217, UniParc:UPI000005A7E9, UniRef:UniRef100_P0A1H3, UniRef:UniRef50_P43925, UniRef:UniRef90_P0A1H3
contig_1	cds	3642568	3643038	-	HFCAGB_03683	rpsG	30S ribosomal protein S7	COG:COG0049, COG:J, GO:0000049, GO:0003735, GO:0006412, GO:0015935, GO:0019843, KEGG:K02992, RefSeq:WP_001138043.1, SO:0001217, UniParc:UPI0000163A1D, UniRef:UniRef100_P02359, UniRef:UniRef50_P02359, UniRef:UniRef90_P02359
contig_1	cds	3643134	3643508	-	HFCAGB_03684	rpsL	30S ribosomal protein S12 RpsL	COG:COG0048, COG:J, GO:0000049, GO:0003735, GO:0005840, GO:0006412, GO:0015935, GO:0019843, KEGG:K02950, RefSeq:WP_000246815.1, SO:0001217, UniParc:UPI0000047C5B, UniRef:UniRef100_P0A7S3, UniRef:UniRef50_P0A7S3, UniRef:UniRef90_P0A7S3
contig_1	cds	3643634	3643921	-	HFCAGB_03685	tusB	sulfurtransferase complex subunit TusB	EC:2.8.1.-, GO:0002143, GO:1990228, RefSeq:WP_000903399.1, SO:0001217, UniParc:UPI00016A05E2, UniRef:UniRef100_B5FJM3, UniRef:UniRef50_Q8ZLL9, UniRef:UniRef90_Q8ZLL9
contig_1	cds	3643929	3644285	-	HFCAGB_03686	tusC	sulfurtransferase complex subunit TusC	EC:2.8.1.-, GO:0005737, GO:0008033, KEGG:K07236, RefSeq:WP_000820705.1, SO:0001217, UniParc:UPI00004F80AC, UniRef:UniRef100_B5F8G2, UniRef:UniRef50_Q8X884, UniRef:UniRef90_B5F8G2
contig_1	cds	3644285	3644671	-	HFCAGB_03687	tusD	sulfurtransferase complex subunit TusD	EC:2.8.1.-, GO:0002143, GO:0005829, GO:0008033, GO:0016783, GO:0097163, GO:1990228, KEGG:K07235, RefSeq:WP_001268011.1, SO:0001217, UniParc:UPI000169EFA4, UniRef:UniRef100_B5FJM5, UniRef:UniRef50_P45532, UniRef:UniRef90_Q8ZLL7
contig_1	cds	3644671	3645393	-	HFCAGB_03688	yheO	Uncharacterized protein YheO	COG:COG2964, COG:K, GO:0005829, RefSeq:WP_000091471.1, SO:0001217, UniParc:UPI000005A7E4, UniRef:UniRef100_Q7CPL2, UniRef:UniRef50_P64624, UniRef:UniRef90_P64624
contig_1	cds	3645669	3646487	-	HFCAGB_03689	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase	EC:5.2.1.8, GO:0003755, GO:0006457, RefSeq:WP_000838225.1, SO:0001217, UniParc:UPI00004F80AE, UniRef:UniRef100_G5R6K6, UniRef:UniRef50_P45523, UniRef:UniRef90_Q8ZLL6
contig_1	cds	3646707	3646925	+	HFCAGB_03690	slyX	Protein SlyX	RefSeq:WP_001152701.1, SO:0001217, UniParc:UPI00000CD42F, UniRef:UniRef100_Q8ZLL5, UniRef:UniRef50_Q8ZLL5, UniRef:UniRef90_Q8ZLL5
contig_1	cds	3647114	3647704	-	HFCAGB_03691	slyD	peptidylprolyl isomerase	EC:5.2.1.8, GO:0003755, GO:0005737, GO:0042026, GO:0046872, GO:0140839, GO:0140840, RefSeq:WP_000861341.1, SO:0001217, UniParc:UPI00000D75C2, UniRef:UniRef100_Q8ZLL4, UniRef:UniRef50_P0A9K9, UniRef:UniRef90_P0A9K9
contig_1	cds	3647799	3647999	-	HFCAGB_03692	kefB	glutathione-regulated potassium-efflux system protein KefB	GO:0006813, GO:0015503, RefSeq:WP_001007735.1, SO:0001217, UniParc:UPI000005A7E0, UniRef:UniRef100_Q7CPL1, UniRef:UniRef50_P45522, UniRef:UniRef90_Q7CPL1
contig_1	cds	3648009	3649814	-	HFCAGB_03693	kefB	glutathione-regulated potassium-efflux system protein KefB	COG:COG1226, COG:P, GO:0005886, GO:0006813, GO:0015297, GO:0015503, GO:1902600, RefSeq:WP_000398136.1, SO:0001217, UniParc:UPI00016A23C4, UniRef:UniRef100_B5FJN1, UniRef:UniRef50_P45522, UniRef:UniRef90_P45522
contig_1	cds	3649814	3650365	-	HFCAGB_03694	kefG	glutathione-regulated potassium-efflux system ancillary protein KefG	GO:0005886, GO:0006813, GO:0008753, GO:0009055, GO:0010181, GO:0050136, GO:1901381, KEGG:K11748, RefSeq:WP_000081820.1, SO:0001217, UniParc:UPI000005A7DE, UniRef:UniRef100_P65510, UniRef:UniRef50_P0A756, UniRef:UniRef90_P65510
contig_1	cds	3650631	3652538	+	HFCAGB_03695	yheS	ABC transporter ATP-binding protein	COG:COG0488, COG:R, GO:0005524, GO:0016887, RefSeq:WP_000634748.1, SO:0001217, UniParc:UPI00016A23C5, UniRef:UniRef100_A0A3R0BZV3, UniRef:UniRef50_A0A0H2VBH0, UniRef:UniRef90_A0A0H2VBH0
contig_1	cds	3652701	3652922	+	HFCAGB_03696	lysR	LysR family transcriptional regulator	RefSeq:WP_001054040.1, SO:0001217, UniParc:UPI00016A23C6, UniRef:UniRef100_A0A724WPC7, UniRef:UniRef50_A0A485AC42, UniRef:UniRef90_A0A3W8MBK1
contig_1	cds	3653478	3654500	+	HFCAGB_03697		hydrolase	GO:0016787, SO:0001217, UniParc:UPI000169FE92, UniRef:UniRef100_A0A618AHS4, UniRef:UniRef50_P45524, UniRef:UniRef90_A8AQQ3
contig_1	cds	3654497	3654715	+	HFCAGB_03698	yheU	YheU family protein	RefSeq:WP_000586567.1, SO:0001217, UniParc:UPI00016A23C9, UniRef:UniRef100_B5FJN6, UniRef:UniRef50_P0A2P4, UniRef:UniRef90_P0A2P4
contig_1	cds	3654766	3655635	+	HFCAGB_03699	prkB	phosphoribulokinase	COG:COG3954, COG:G, EC:2.7.1.19, GO:0005524, GO:0005975, GO:0008974, KEGG:K00855, RefSeq:WP_001274690.1, SO:0001217, UniParc:UPI000005A7D9, UniRef:UniRef100_Q7CPK9, UniRef:UniRef50_P0AEX5, UniRef:UniRef90_P0AEX5
contig_1	cds	3655731	3656135	-	HFCAGB_03700	osmC	OsmC family protein	RefSeq:WP_001148919.1, SO:0001217, UniParc:UPI00000CD433, UniRef:UniRef100_Q8ZLK9, UniRef:UniRef50_P0ADX1, UniRef:UniRef90_Q8ZLK9
contig_1	cds	3656443	3657075	+	HFCAGB_03701	crp	cAMP-activated global transcriptional regulator CRP	COG:COG0664, COG:T, GO:0003680, GO:0003700, GO:0005829, GO:0006351, GO:0006355, GO:0008301, GO:0030552, GO:0032993, GO:0042802, GO:0043565, GO:0045013, GO:0045892, GO:0045893, RefSeq:WP_000242758.1, SO:0001217, UniParc:UPI000012847F, UniRef:UniRef100_P0A2T6, UniRef:UniRef50_P0ACJ8, UniRef:UniRef90_P0ACJ8
contig_1	cds	3657124	3659211	+	HFCAGB_03702	yccS	Integral membrane protein YccS N-terminal domain-containing protein	RefSeq:WP_000269313.1, SO:0001217, UniParc:UPI00016A0315, UniRef:UniRef100_A0A3Z0XUS7, UniRef:UniRef50_P45537, UniRef:UniRef90_A0A633M792
contig_1	cds	3659254	3660471	-	HFCAGB_03703	argD	Acetylornithine/succinyldiaminopimelate aminotransferase	COG:COG4992, COG:E, EC:2.6.1.11, EC:2.6.1.17, GO:0003992, GO:0005737, GO:0006526, GO:0009016, GO:0009089, GO:0030170, GO:0042802, RefSeq:WP_000190022.1, SO:0001217, UniParc:UPI00016A0316, UniRef:UniRef100_A0A3U2N1N6, UniRef:UniRef50_P40732, UniRef:UniRef90_P40732
contig_1	cds	3660557	3661120	-	HFCAGB_03704	pabA	aminodeoxychorismate synthase component 2	EC:2.6.1.85, GO:0000162, GO:0046654, GO:0046656, GO:0046820, RefSeq:WP_000601880.1, SO:0001217, UniParc:UPI00001311B1, UniRef:UniRef100_P06193, UniRef:UniRef50_P00903, UniRef:UniRef90_P06193
contig_1	cds	3661152	3661754	-	HFCAGB_03705	fic	putative adenosine monophosphate-protein transferase Fic	EC:2.7.7.108, GO:0005524, GO:0051302, GO:0070733, RefSeq:WP_001280665.1, SO:0001217, UniParc:UPI000169FE8F, UniRef:UniRef100_A0A3Z3I2W8, UniRef:UniRef50_P20605, UniRef:UniRef90_P20751
contig_1	cds	3661744	3662016	-	HFCAGB_03706		Antitoxin	SO:0001217, UniParc:UPI0001F5CA45, UniRef:UniRef100_A0A379VJB2, UniRef:UniRef50_A9MMF4, UniRef:UniRef90_A9MMF4
contig_1	cds	3662020	3662592	-	HFCAGB_03707	ppiA	peptidylprolyl isomerase A	COG:COG0652, COG:O, EC:5.2.1.8, GO:0006457, GO:0042597, GO:0140839, GO:0140840, RefSeq:WP_000920481.1, SO:0001217, UniParc:UPI0001603E73, UniRef:UniRef100_A0A5W2B6Z6, UniRef:UniRef50_P0AFL3, UniRef:UniRef90_P0AFL3
contig_1	cds	3662869	3664050	+	HFCAGB_03708	tsgA	MFS transporter TsgA	COG:COG0738, COG:G, GO:0005886, GO:0022857, GO:0055085, KEGG:K06141, RefSeq:WP_000185217.1, SO:0001217, UniParc:UPI00016A0318, UniRef:UniRef100_B5FJP6, UniRef:UniRef50_P60778, UniRef:UniRef90_A8AQR8
contig_1	cds	3663949	3664218	-	HFCAGB_03709		hypothetical protein	SO:0001217, UniParc:UPI0003E58D79, UniRef:UniRef100_A0A509AVM1, UniRef:UniRef50_A0A379UW44, UniRef:UniRef90_A0A379UW44
contig_1	cds	3664313	3666856	+	HFCAGB_03710	nirB	NADPH-nitrite reductase large subunit	BlastRules:WP_000049208, BlastRules:WP_000746903, COG:C, COG:COG1251, EC:1.7.1.15, EC:1.7.1.4, GO:0006113, GO:0006116, GO:0009344, GO:0020037, GO:0042128, GO:0046872, GO:0050660, GO:0050661, GO:0051537, GO:0051539, GO:0106316, RefSeq:WP_000049249.1, SO:0001217, UniParc:UPI00000CD435, UniRef:UniRef100_Q8ZLK6, UniRef:UniRef50_P08201, UniRef:UniRef90_P08201
contig_1	cds	3666853	3667179	+	HFCAGB_03711	nirD	nitrite reductase small subunit NirD	COG:COG2146, COG:PQ, EC:1.7.1.15, GO:0005737, GO:0009344, GO:0042128, GO:0051537, GO:0106316, RefSeq:WP_000084813.1, SO:0001217, UniParc:UPI00016A031A, UniRef:UniRef100_A0A3R0PDX6, UniRef:UniRef50_P0A9I8, UniRef:UniRef90_P0A9I8
contig_1	cds	3667375	3668184	+	HFCAGB_03712	nirC	nitrite transporter NirC	COG:COG2116, COG:P, GO:0005886, GO:0015499, GO:0015724, GO:0022857, GO:0042128, GO:0055085, RefSeq:WP_000493576.1, SO:0001217, UniParc:UPI00004F80B7, UniRef:UniRef100_A0A659QAE0, UniRef:UniRef50_P0AC26, UniRef:UniRef90_P25926
contig_1	cds	3668196	3669569	+	HFCAGB_03713	cysG	siroheme synthase CysG	COG:COG1648, COG:H, EC:1.3.1.76, EC:2.1.1.107, EC:4.99.1.4, GO:0004851, GO:0009236, GO:0019354, GO:0032259, GO:0043115, GO:0051266, GO:0051287, KEGG:K02302, RefSeq:WP_000349906.1, SO:0001217, UniParc:UPI00016A031C, UniRef:UniRef100_B5FJQ1, UniRef:UniRef50_P0AEA8, UniRef:UniRef90_P25924
contig_1	cds	3669907	3675678	+	HFCAGB_03714	bigA	autotransporter adhesin BigA	KEGG:K12516, SO:0001217, UniParc:UPI00016A031D, UniRef:UniRef100_A0A3Z0XUP5, UniRef:UniRef50_P25927, UniRef:UniRef90_P25927
contig_1	ncRNA	3675695	3675823	-	HFCAGB_03715	STnc340	Enterobacterial sRNA STnc340	RFAM:RF02065, SO:0000655
contig_1	cds	3675871	3676041	+	HFCAGB_03716		Outer membrane lipoprotein	RefSeq:WP_000472323.1, SO:0001217, UniParc:UPI000005A7CC, UniRef:UniRef100_Q7CPK8, UniRef:UniRef50_Q7CPK8, UniRef:UniRef90_Q7CPK8
contig_1	cds	3676186	3677190	-	HFCAGB_03717	trpS	tryptophan--tRNA ligase	COG:COG0180, COG:J, EC:6.1.1.2, GO:0000166, GO:0004830, GO:0005524, GO:0005829, GO:0006436, RefSeq:WP_000165562.1, SO:0001217, UniParc:UPI000005A7CB, UniRef:UniRef100_P0A2P2, UniRef:UniRef50_P00954, UniRef:UniRef90_P0A2P2
contig_1	cds	3677183	3677941	-	HFCAGB_03718	gph	phosphoglycolate phosphatase	COG:C, COG:COG0546, EC:3.1.3.18, GO:0000287, GO:0005829, GO:0005975, GO:0006281, GO:0008967, GO:0031404, GO:0046295, RefSeq:WP_000359649.1, SO:0001217, UniParc:UPI0001603E7C, UniRef:UniRef100_A0A718P1H3, UniRef:UniRef50_P32662, UniRef:UniRef90_P32662
contig_1	cds	3677934	3678611	-	HFCAGB_03719	rpe	ribulose-phosphate 3-epimerase	COG:COG0036, COG:G, EC:5.1.3.1, GO:0004750, GO:0006098, KEGG:K01783, RefSeq:WP_000816284.1, SO:0001217, UniParc:UPI00000CD436, UniRef:UniRef100_Q8ZLK4, UniRef:UniRef50_P45455, UniRef:UniRef90_Q8ZLK4
contig_1	cds	3678629	3679465	-	HFCAGB_03720	dam	adenine-specific DNA-methyltransferase	EC:2.1.1.72, GO:0003676, GO:0006260, GO:0006298, GO:0009007, GO:0009307, GO:0032259, GO:0043565, GO:1904047, KEGG:K06223, RefSeq:WP_000742132.1, SO:0001217, UniParc:UPI000005A7C8, UniRef:UniRef100_P0DMP3, UniRef:UniRef50_P45454, UniRef:UniRef90_P0DMP4
contig_1	cds	3679646	3680923	-	HFCAGB_03721	damX	cell division protein DamX	GO:0032506, GO:0042834, KEGG:K03112, RefSeq:WP_000343146.1, SO:0001217, UniParc:UPI00016A0545, UniRef:UniRef100_A0A3U2MRL8, UniRef:UniRef50_P11557, UniRef:UniRef90_Q8ZLK3
contig_1	cds	3681021	3682109	-	HFCAGB_03722	aroB	3-dehydroquinate synthase	COG:COG0337, COG:E, EC:4.2.3.4, GO:0000166, GO:0003856, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0046872, KEGG:K01735, RefSeq:WP_000439824.1, SO:0001217, UniParc:UPI000048F104, UniRef:UniRef100_B5F8K0, UniRef:UniRef50_P07639, UniRef:UniRef90_P07639
contig_1	cds	3682166	3682687	-	HFCAGB_03723	aroK	shikimate kinase AroK	COG:COG0703, COG:E, EC:2.7.1.71, GO:0000287, GO:0004765, GO:0005524, GO:0005829, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_000818621.1, SO:0001217, UniParc:UPI000005A7C5, UniRef:UniRef100_P63601, UniRef:UniRef50_P0A6D7, UniRef:UniRef90_P63601
contig_1	cds	3683285	3684355	-	HFCAGB_03724	hofQ	DNA uptake porin HofQ	GO:0009306, GO:0019867, SO:0001217, UniRef:UniRef50_P34749, UniRef:UniRef90_Q8ZLK2
contig_1	cds	3684306	3684707	-	HFCAGB_03725		DUF2531 domain-containing protein	KEGG:K12291, RefSeq:WP_000648133.1, SO:0001217, UniParc:UPI00016A0546, UniRef:UniRef100_A0A3Y2QIP2, UniRef:UniRef50_A9MMD6, UniRef:UniRef90_A9MMD6
contig_1	cds	3684697	3685170	-	HFCAGB_03726		Inner membrane protein	KEGG:K12290, RefSeq:WP_000992493.1, SO:0001217, UniParc:UPI00016A0547, UniRef:UniRef100_A0A3R0E367, UniRef:UniRef50_A0A5Y2QMK0, UniRef:UniRef90_A0A3Z6QNR5
contig_1	cds	3685154	3685693	-	HFCAGB_03727		Inner membrane protein	KEGG:K12289, RefSeq:WP_000951390.1, SO:0001217, UniParc:UPI000005A7C1, UniRef:UniRef100_G5LUQ4, UniRef:UniRef50_Q8ZLJ9, UniRef:UniRef90_Q8ZLJ9
