Gene,Non-unique Gene name,Annotation,GCF_000007545.1_ASM754v1_genomic,GCF_000020745.1_ASM2074v1_genomic,GCF_000020885.1_ASM2088v1_genomic,GCF_000020925.1_ASM2092v1_genomic,GCF_000022165.1_ASM2216v1_genomic,GCF_000170215.1_ASM17021v1_genomic,GCF_000170255.1_ASM17025v1_genomic,GCF_000171255.1_ASM17125v1_genomic,GCF_000171275.1_ASM17127v1_genomic,GCF_000171315.1_ASM17131v1_genomic,GCF_000171415.1_ASM17141v1_genomic,GCF_000171515.1_ASM17151v1_genomic,GCF_000171535.2_ASM17153v2_genomic
group_1587,,Small ribosomal subunit protein uS8,GEGEGB_04312,LNHIMF_03479,BEJGEH_03456,HFCAGB_03662,AJBGEP_03610,ODDLKH_03872,,,,,IKCLMC_00129,PKJKAM_00098,ONMMKP_03412
rplP,rplP,50S ribosomal protein L16,GEGEGB_04305,LNHIMF_03486,BEJGEH_03463,HFCAGB_03669,AJBGEP_03617,ODDLKH_03879,,,,,IKCLMC_00122,PKJKAM_00091,ONMMKP_03405
group_1519,,PTS EIIA type-4 domain-containing protein,,LNHIMF_04602,,HFCAGB_04774,AJBGEP_04752,ODDLKH_00411,OEKLIE_03623,,PAPNPA_01509,BENMGJ_01071,IKCLMC_03274,PKJKAM_02171,
rplO,rplO,50S ribosomal protein L15,GEGEGB_04317,LNHIMF_03474,BEJGEH_03451,HFCAGB_03657,AJBGEP_03605,ODDLKH_03867,,,,,IKCLMC_00134,PKJKAM_00103,ONMMKP_03417
group_1420,,PTS system IIb component,,LNHIMF_04603,,HFCAGB_04775,AJBGEP_04753,ODDLKH_00412,OEKLIE_03624,,PAPNPA_01510,BENMGJ_01070,IKCLMC_03273,PKJKAM_02170,
group_1399,,Acetyltransferase,GEGEGB_04088,LNHIMF_03693,BEJGEH_03694,HFCAGB_03900,AJBGEP_03848,ODDLKH_04106,OEKLIE_04031,,,BENMGJ_03015,IKCLMC_02731,,
rpsG,rpsG,30S ribosomal protein S7,GEGEGB_04291,LNHIMF_03500,BEJGEH_03477,HFCAGB_03683,AJBGEP_03631,ODDLKH_03893,,,,,IKCLMC_02946,PKJKAM_03915,ONMMKP_03391
group_1275,,phage major tail tube protein,,,BEJGEH_04274,,AJBGEP_04423,ODDLKH_00071,OEKLIE_03365,,PAPNPA_02732,BENMGJ_01389,IKCLMC_01019,PKJKAM_01307,ONMMKP_02577
rplE,rplE,50S ribosomal protein L5,GEGEGB_04310,LNHIMF_03481,BEJGEH_03458,HFCAGB_03664,AJBGEP_03612,ODDLKH_03874,,,,,IKCLMC_00127,PKJKAM_00096,ONMMKP_03410
group_1189,,DNA recombinase,GEGEGB_02278,LNHIMF_00856,,,AJBGEP_00740,ODDLKH_01209,OEKLIE_02109,ALJMDI_01062,,BENMGJ_04383,IKCLMC_00416,,ONMMKP_01441
rplD,rplD,50S ribosomal protein L4,GEGEGB_04299,LNHIMF_03492,BEJGEH_03469,HFCAGB_03675,AJBGEP_03623,ODDLKH_03885,,,,,IKCLMC_00116,PKJKAM_03923,ONMMKP_03399
group_1078,,phage tail protein I,,,BEJGEH_04263,,AJBGEP_04412,ODDLKH_00059,OEKLIE_03354,,PAPNPA_02721,BENMGJ_01377,IKCLMC_01007,PKJKAM_01318,ONMMKP_02588
group_944,,Sugar ABC transporter ATP-binding protein,GEGEGB_02271,LNHIMF_00863,,,AJBGEP_00747,ODDLKH_01216,OEKLIE_02116,ALJMDI_01069,,BENMGJ_04391,IKCLMC_00409,,ONMMKP_01434
group_858,,Outer membrane/exported protein,GEGEGB_00039,LNHIMF_00036,BEJGEH_00037,HFCAGB_00037,AJBGEP_00036,ODDLKH_00512,OEKLIE_04622,,,,IKCLMC_03173,PKJKAM_02069,
group_836,,PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC,,LNHIMF_04604,,HFCAGB_04776,AJBGEP_04754,ODDLKH_00413,OEKLIE_03625,,PAPNPA_01511,BENMGJ_01069,IKCLMC_03272,PKJKAM_02169,
rplB,rplB,50S ribosomal protein L2,GEGEGB_04301,LNHIMF_03490,BEJGEH_03467,HFCAGB_03673,AJBGEP_03621,ODDLKH_03883,,,,,IKCLMC_00118,11_refound_427_pseudo,ONMMKP_03401
group_764,,PTS system mannose/fructose/sorbose family IID component,,LNHIMF_04605,,HFCAGB_04777,AJBGEP_04755,ODDLKH_00414,OEKLIE_03626,,PAPNPA_01512,BENMGJ_01068,IKCLMC_03271,PKJKAM_02168,
group_628,,Bactoprenol glucosyl transferase,,,BEJGEH_04267,,AJBGEP_04416,ODDLKH_00064,OEKLIE_03358,,PAPNPA_02725,BENMGJ_01382,IKCLMC_01012,PKJKAM_01314,ONMMKP_02584
group_600,,Methyl-accepting chemotaxis protein,,,BEJGEH_04271,,AJBGEP_04420,ODDLKH_00068,OEKLIE_03362,,PAPNPA_02729,BENMGJ_01386,IKCLMC_01016,PKJKAM_01310,ONMMKP_02580
group_529,,Putative glucosamine-fructose-6-phosphate aminotransferase,,LNHIMF_04607,,HFCAGB_04779,AJBGEP_04757,ODDLKH_00416,OEKLIE_03628,,PAPNPA_01514,BENMGJ_01066,IKCLMC_03269,PKJKAM_02166,
group_466,,Phosphosugar isomerase,,LNHIMF_04606,,HFCAGB_04778,AJBGEP_04756,ODDLKH_00415,OEKLIE_03627,,PAPNPA_01513,BENMGJ_01067,IKCLMC_03270,PKJKAM_02167,
group_414,,Galactosyl transferase,GEGEGB_02273,LNHIMF_00861,,,AJBGEP_00745,ODDLKH_01214,OEKLIE_02114,ALJMDI_01067,,BENMGJ_04389,IKCLMC_00411,,ONMMKP_01436
group_310,,Citrate transporter-like domain-containing protein,GEGEGB_00400,LNHIMF_02631,BEJGEH_02523,HFCAGB_02768,,,,ALJMDI_01666,PAPNPA_02091,,IKCLMC_01287,PKJKAM_02773,ONMMKP_04348
int,int,FimB-specific integrase,GEGEGB_02037,,,HFCAGB_01050,AJBGEP_00998,,OEKLIE_01714,ALJMDI_01302,,BENMGJ_01222,IKCLMC_01570,PKJKAM_00138,ONMMKP_01142
secY,secY,preprotein translocase subunit SecY,GEGEGB_04318,LNHIMF_03473,BEJGEH_03450,HFCAGB_03656,AJBGEP_03604,ODDLKH_03866,,,,,IKCLMC_00135,PKJKAM_00104,ONMMKP_03418
group_226,,Phage tail sheath protein,,,BEJGEH_04275,,AJBGEP_04424,ODDLKH_00072,OEKLIE_03366,,PAPNPA_02733,BENMGJ_01390,IKCLMC_01020,PKJKAM_01306,ONMMKP_02576
rfbK,rfbK,O-antigen biosynthesis phosphomannomutase RfbK,GEGEGB_00839,LNHIMF_02226,BEJGEH_02104,HFCAGB_02346,AJBGEP_02247,ODDLKH_02581,OEKLIE_03712,ALJMDI_01831,,BENMGJ_02445,,,
group_169,,Inner membrane protein,,,BEJGEH_04266,,AJBGEP_04415,ODDLKH_00063,OEKLIE_03357,,PAPNPA_02724,BENMGJ_01381,IKCLMC_01011,PKJKAM_01315,ONMMKP_02585
group_128,,Arylsulfotransferase N-terminal domain-containing protein,GEGEGB_00037,LNHIMF_00034,BEJGEH_00035,HFCAGB_00035,AJBGEP_00034,ODDLKH_00510,OEKLIE_04620,,,,IKCLMC_03175,PKJKAM_02071,
group_20,,Sigma-54 factor interaction domain-containing protein,,LNHIMF_04601,,HFCAGB_04773,AJBGEP_04751,ODDLKH_00410,OEKLIE_03622,,PAPNPA_01508,BENMGJ_01072,IKCLMC_03275,PKJKAM_02172,
group_3676,symE,endoribonuclease SymE;Endoribonuclease SymE,GEGEGB_04828,,,,AJBGEP_04739,ODDLKH_00398,OEKLIE_03610,,PAPNPA_01496,BENMGJ_01084,,PKJKAM_02182,ONMMKP_02250
group_3650,,tail fiber assembly protein,,,,HFCAGB_01400,AJBGEP_01306,ODDLKH_01705,,ALJMDI_01356,,BENMGJ_01277,IKCLMC_00949,PKJKAM_00232,ONMMKP_01087
regQ,;regQ,Antiterminator;Gifsy-1 prophage protein;Gifsy-1 prophage RegQ;Antiterminator-like protein,,LNHIMF_02185,,HFCAGB_01367,AJBGEP_02810,,OEKLIE_00140,ALJMDI_01322,,,IKCLMC_00277,PKJKAM_00266,ONMMKP_01118
group_3601,,Fels-1 phage tail component;Gifsy-1 prophage,,LNHIMF_00679,,,AJBGEP_01291,ODDLKH_01691,OEKLIE_02381,ALJMDI_01342,,,IKCLMC_00215,PKJKAM_00246,ONMMKP_01103
group_3579,symE;,Type I addiction module toxin SymE family;Toxin SymE-like domain-containing protein;Type I toxin-antitoxin system SymE family toxin,GEGEGB_02702,LNHIMF_00314,,HFCAGB_00316,4_refound_164_pseudo,5_refound_206_pseudo,6_refound_261_pseudo,,PAPNPA_01870,,,PKJKAM_03448,
group_3576,,phosphorothioated DNA-binding restriction endonuclease,GEGEGB_04801,,BEJGEH_04610,HFCAGB_04728;HFCAGB_04727,,ODDLKH_00371,,ALJMDI_03931,,BENMGJ_01112,IKCLMC_03316,PKJKAM_02210,
group_3571,,Cytoplasmic protein,,LNHIMF_00289,,HFCAGB_00291,AJBGEP_00290,ODDLKH_00763,OEKLIE_01786,,PAPNPA_01832,,IKCLMC_02027,PKJKAM_03479,
group_3567,,Fels-1 prophage protein;Phage minor tail protein U;Gifsy-1 prophage protein,,LNHIMF_00680,,,AJBGEP_01293,ODDLKH_01692,OEKLIE_02379,ALJMDI_01343,,,IKCLMC_01173,PKJKAM_00245,ONMMKP_01101
group_3566,,Phage tail protein;Shikimate transporter,,LNHIMF_00691,,HFCAGB_01398,AJBGEP_01304,ODDLKH_01703,,ALJMDI_01354,,BENMGJ_01274,,PKJKAM_00233,ONMMKP_01089
group_3528,,Inner membrane protein,GEGEGB_01049,LNHIMF_01972,,HFCAGB_01320,,,,ALJMDI_00257,PAPNPA_00456,BENMGJ_03802,,PKJKAM_04267,ONMMKP_00134
group_3485,tacT2,tRNA-acetylating toxin 2,GEGEGB_04462,LNHIMF_04404,,HFCAGB_04556,AJBGEP_04529,ODDLKH_00177,OEKLIE_03471,ALJMDI_03764,PAPNPA_02838,,,,
group_3407,,Gifsy-1 prophage protein,,LNHIMF_00684,,,AJBGEP_01297,ODDLKH_01696,OEKLIE_02375,ALJMDI_01347,,,IKCLMC_00308,PKJKAM_00241,ONMMKP_01097
group_3406,,Gifsy-1 prophage protein,,LNHIMF_00681,,,AJBGEP_01294,ODDLKH_01693,OEKLIE_02378,ALJMDI_01344,,,IKCLMC_01174,PKJKAM_00244,ONMMKP_01100
group_3403,dinI,Gifsy-1 prophage DinI,GEGEGB_02016,LNHIMF_02190,,HFCAGB_01067,AJBGEP_01014,ODDLKH_01669,OEKLIE_01730,,,BENMGJ_01242,,,ONMMKP_01123
rtcA,;rtcA,RNA 3'-terminal-phosphate cyclase (ATP);RNA 3'-terminal phosphate cyclase,,,BEJGEH_03551,HFCAGB_03754;HFCAGB_03755,AJBGEP_03704,ODDLKH_03964,OEKLIE_03887,,PAPNPA_01597,BENMGJ_02872,IKCLMC_02875,,
group_3242,,phage minor tail protein L,,LNHIMF_00686,,,AJBGEP_01299,ODDLKH_01698,OEKLIE_02373,ALJMDI_01349,,,IKCLMC_00310,PKJKAM_00239,ONMMKP_01095
group_3215,copG,CopG family transcriptional regulator,GEGEGB_04461,LNHIMF_04403,,HFCAGB_04555,AJBGEP_04528,ODDLKH_00176,OEKLIE_03470,ALJMDI_03763,PAPNPA_02837,,,,
group_3152,,hypothetical protein,,LNHIMF_01992,2_refound_84,,4_refound_161,ODDLKH_02410,6_refound_256,ALJMDI_00277,,BENMGJ_03822,,,ONMMKP_00113
group_3094,,Integrase,GEGEGB_02497,LNHIMF_00518,,HFCAGB_00518,AJBGEP_00513,ODDLKH_00981,OEKLIE_04112,ALJMDI_00617,,,IKCLMC_02256,,
group_3074,,Cytoplasmic protein,,,,HFCAGB_00205,AJBGEP_00206,ODDLKH_00679,OEKLIE_04792,,,BENMGJ_00230,IKCLMC_03004,PKJKAM_00713,12_refound_493
group_3058,,hypothetical protein,GEGEGB_01721,LNHIMF_01784,BEJGEH_01352,HFCAGB_01564,,,,,PAPNPA_04076,BENMGJ_03615,,PKJKAM_04464,ONMMKP_00323
gtrC1,gtrC1,putative glucosyltransferase GtrC1,GEGEGB_02430,,BEJGEH_00570,HFCAGB_00650,AJBGEP_00580,ODDLKH_01047,OEKLIE_04179,ALJMDI_00664,,BENMGJ_04222,,,
group_2987,,Glycoside hydrolase family 19 protein,,,,HFCAGB_01405,AJBGEP_01966,ODDLKH_02362,OEKLIE_01397,,,BENMGJ_03774,IKCLMC_04286,PKJKAM_04297,ONMMKP_00163
parE,parE,ParE toxin protein,GEGEGB_03009,LNHIMF_02993,,,AJBGEP_03121,ODDLKH_03381,OEKLIE_01652,ALJMDI_02720,,BENMGJ_02195,IKCLMC_03911,,
vtiI,;vtiI,Gifsy-1 prophage protein;Gifsy-1 prophage VtiI,,LNHIMF_00688,,,AJBGEP_01301,ODDLKH_01700,OEKLIE_02371,ALJMDI_01351,,,IKCLMC_00312,PKJKAM_00237,ONMMKP_01093
group_2956,,Transposase,GEGEGB_02431,,BEJGEH_00568,HFCAGB_00648,AJBGEP_00578,ODDLKH_01045,OEKLIE_04177,ALJMDI_00662,,BENMGJ_04220,,,
group_2903,,putative periplasmic protein;Periplasmic protein,,LNHIMF_00292,,,AJBGEP_00293,ODDLKH_00767,OEKLIE_01789,,PAPNPA_01836,BENMGJ_03874,IKCLMC_02031,PKJKAM_03476,
group_2880,,Integrase catalytic domain-containing protein,GEGEGB_02432,,2_refound_81,HFCAGB_00647,AJBGEP_00577,ODDLKH_01044,OEKLIE_04176,ALJMDI_00661,,BENMGJ_04219,,,
group_2795,,Cytoplasmic protein,,,BEJGEH_04259,HFCAGB_04456,AJBGEP_04408,ODDLKH_00054,OEKLIE_03350,,PAPNPA_02717,BENMGJ_01372,,,ONMMKP_02593
group_2750,,Membrane protein;Inner membrane protein,,,BEJGEH_00683,HFCAGB_00767,AJBGEP_00697,ODDLKH_01166,OEKLIE_04296,,PAPNPA_02701,BENMGJ_04339,IKCLMC_02495,,
group_2662,,aldose-1-epimerase,GEGEGB_03797,LNHIMF_04072,,HFCAGB_04271,AJBGEP_04230,ODDLKH_04478,OEKLIE_03184,ALJMDI_00931,PAPNPA_01268,,,,
group_2587,,Secreted protein,,LNHIMF_00690,,HFCAGB_01397,AJBGEP_01303,ODDLKH_01702,6_refound_244,,,9_refound_372,IKCLMC_00545,,ONMMKP_01091
group_2582,,Gifsy-1 prophage protein,,LNHIMF_00685,,,AJBGEP_01298,ODDLKH_01697,OEKLIE_02374,ALJMDI_01348,,,IKCLMC_00309,PKJKAM_00240,ONMMKP_01096
group_2579,,phage tail assembly protein T,,LNHIMF_00683,,,AJBGEP_01296,ODDLKH_01695,OEKLIE_02376,ALJMDI_01346,,,IKCLMC_00307,PKJKAM_00242,ONMMKP_01098
group_2577,gpG,phage tail assembly chaperone G,,LNHIMF_00682,,,AJBGEP_01295,ODDLKH_01694,OEKLIE_02377,ALJMDI_01345,,,IKCLMC_01175,PKJKAM_00243,ONMMKP_01099
group_2460,,hypothetical protein,,,,3_refound_111_pseudo,4_refound_152_pseudo,5_refound_193_pseudo,6_refound_243_pseudo,7_refound_290_pseudo,,,10_refound_406_pseudo,11_refound_450_pseudo,ONMMKP_04810
group_2404,,hypothetical protein,,,2_refound_65,,4_refound_135,ODDLKH_00062,6_refound_227,,,BENMGJ_01380,IKCLMC_01010,11_refound_439,12_refound_474
group_2398,,hypothetical protein,,1_refound_47,,,4_refound_150,5_refound_191,6_refound_241,7_refound_288,8_refound_322,9_refound_370,,PKJKAM_04293,
group_2388,,Cytoplasmic protein,,,2_refound_71,,4_refound_146,,6_refound_236,7_refound_287,,BENMGJ_03175,IKCLMC_02582,11_refound_448,12_refound_482
group_2347,,hypothetical protein,0_refound_9_pseudo,,BEJGEH_00569,HFCAGB_00649,AJBGEP_00579,ODDLKH_01046,OEKLIE_04178,ALJMDI_00663,,BENMGJ_04221,,,
group_2344,,hypothetical protein,,LNHIMF_01937,,,AJBGEP_01960,ODDLKH_02356,OEKLIE_01391,ALJMDI_00221,,BENMGJ_03767,10_refound_384,11_refound_430,
rpsS,rpsS,30S ribosomal protein S19,GEGEGB_04302,LNHIMF_03489,BEJGEH_03466,HFCAGB_03672,AJBGEP_03620,ODDLKH_03882,,,,,IKCLMC_00119,,ONMMKP_03402
group_1906,,Toxin-antitoxin system toxin component,GEGEGB_04835,,,HFCAGB_04767,AJBGEP_04745,ODDLKH_00404,OEKLIE_03616,,PAPNPA_01502,BENMGJ_01078,IKCLMC_03281,,
brnA,brnA,BrnA antitoxin family protein,GEGEGB_04836,,,HFCAGB_04768,AJBGEP_04746,ODDLKH_00405,OEKLIE_03617,,PAPNPA_01503,BENMGJ_01077,IKCLMC_03280,,
rplV,rplV,50S ribosomal protein L22,GEGEGB_04303,LNHIMF_03488,BEJGEH_03465,HFCAGB_03671,AJBGEP_03619,ODDLKH_03881,,,,,IKCLMC_00120,,ONMMKP_03403
group_1356,,Hcp1 family type VI secretion system effector,,LNHIMF_00293,,,AJBGEP_00294,ODDLKH_00768,OEKLIE_01790,,PAPNPA_01837,BENMGJ_03875,IKCLMC_02032,PKJKAM_03475,
tae4,tae4,type VI secretion system effector tae4 LD-endopeptidase,,LNHIMF_00291,,,AJBGEP_00292,ODDLKH_00766,OEKLIE_01788,,PAPNPA_01835,BENMGJ_03873,IKCLMC_02030,PKJKAM_03477,
group_1104,,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,,,,HFCAGB_04081,AJBGEP_04030,ODDLKH_04287,OEKLIE_02679,,,BENMGJ_03198,IKCLMC_02559,PKJKAM_03531,ONMMKP_03008
dgoR,dgoR,D-galactonate utilization transcriptional regulator DgoR,,,,HFCAGB_04083,AJBGEP_04032,ODDLKH_04289,OEKLIE_02681,,,BENMGJ_03200,IKCLMC_02557,PKJKAM_03529,ONMMKP_03006
group_903,,Gifsy-1 prophage protein,,1_refound_38,,,4_refound_137,ODDLKH_01699,OEKLIE_02372,ALJMDI_01350,,,10_refound_393,PKJKAM_00238,ONMMKP_01094
group_713,,2-oxo-3-deoxygalactonate kinase,,,,HFCAGB_04082,AJBGEP_04031,ODDLKH_04288,OEKLIE_02680,,,BENMGJ_03199,IKCLMC_02558,PKJKAM_03530,ONMMKP_03007
group_463,,Putative cytoplasmic protein,,,BEJGEH_03317,,AJBGEP_03469,ODDLKH_03732,OEKLIE_04304,,PAPNPA_02410,BENMGJ_02009,IKCLMC_03560,PKJKAM_01738,
dgoD,dgoD,galactonate dehydratase,,,,HFCAGB_04080,AJBGEP_04029,ODDLKH_04286,OEKLIE_02678,,,BENMGJ_03197,IKCLMC_02560,PKJKAM_03532,ONMMKP_03009
rtcB,rtcB,RNA-splicing ligase RtcB,,,BEJGEH_03552,HFCAGB_03756,AJBGEP_03705,ODDLKH_03965,OEKLIE_03888,,PAPNPA_01598,BENMGJ_02873,IKCLMC_02874,,
dgoT,dgoT,D-galactonate transporter,,,,HFCAGB_04079,AJBGEP_04028,ODDLKH_04285,OEKLIE_02677,,,BENMGJ_03196,IKCLMC_02561,PKJKAM_03533,ONMMKP_03010
group_167,,TROVE domain-containing protein,,,BEJGEH_03557,HFCAGB_03761,AJBGEP_03710,ODDLKH_03970,OEKLIE_03893,,PAPNPA_01604,BENMGJ_02878,IKCLMC_02869,,
rtcR,rtcR,RNA repair transcriptional activator RtcR,,,BEJGEH_03558,HFCAGB_03762,AJBGEP_03711,ODDLKH_03971,OEKLIE_03894,,PAPNPA_01605,BENMGJ_02879,IKCLMC_02868,,
group_3683,;symE,Toxin SymE-like domain-containing protein;Type I addiction module toxin SymE family,,,,,AJBGEP_00312,ODDLKH_00783,OEKLIE_01808,,PAPNPA_01861,BENMGJ_03891,IKCLMC_02057,PKJKAM_03452,
sopE,sopE,SPI-1 type III secretion system guanine nucleotide exchange factor SopE,GEGEGB_04549,LNHIMF_04325,,HFCAGB_01401,,,,ALJMDI_04335,,BENMGJ_01278,,PKJKAM_00231,ONMMKP_01086
group_3648,,Bacteriophage lysis protein;Lysis protein;Gifsy-1 prophage protein,,,,,AJBGEP_02798,ODDLKH_01680,OEKLIE_02392,,PAPNPA_00730,,IKCLMC_00289,PKJKAM_00258,ONMMKP_01114
ylcG~~~ninG,ylcG;ninG,YlcG family protein;Bacteriophage Lambda NinG protein,,LNHIMF_02186,,,AJBGEP_02811,,OEKLIE_00141,ALJMDI_01321,,,IKCLMC_00276,PKJKAM_00267,ONMMKP_01119
group_3624,,Antitermination protein Q,GEGEGB_02012,,,HFCAGB_01071,AJBGEP_01018,ODDLKH_01673,OEKLIE_01734,,,BENMGJ_01246,IKCLMC_00196,,
rhuM,rhuM,Virulence RhuM family protein;cytoplasmic virulence protein RhuM,GEGEGB_03981,,,HFCAGB_04007,AJBGEP_03952,ODDLKH_04210,OEKLIE_02601,ALJMDI_02303,,BENMGJ_03119,,,
group_3623,,Transposase,GEGEGB_03980,,,HFCAGB_04008,AJBGEP_03953,ODDLKH_04211,OEKLIE_02602,,,BENMGJ_03120,,,ONMMKP_03085
group_3551,,Cytoplasmic protein,,,BEJGEH_04260,,AJBGEP_04409,ODDLKH_00056,OEKLIE_03351,,PAPNPA_02719,BENMGJ_01374,,,ONMMKP_02591
cusA,;cusA,AcrB/AcrD/AcrF family protein;Cation transporter;Cation efflux system protein CusA,GEGEGB_02425,,BEJGEH_00576,,,,,ALJMDI_00669,PAPNPA_02588,,10_refound_419_pseudo,11_refound_460_pseudo,ONMMKP_01589
group_3490,,Viral protein,,LNHIMF_00067,,,AJBGEP_00067,ODDLKH_00543,OEKLIE_04654,ALJMDI_04090,PAPNPA_03557,,,PKJKAM_02038,
group_3479,;recE,Putative exodeoxyribonuclease 8 PDDEXK-like domain-containing protein;Prophage RecE;Exodeoxyribonuclease VIII,,,,HFCAGB_01055,AJBGEP_01249;AJBGEP_01002,,OEKLIE_01718,ALJMDI_01306,,,IKCLMC_01574,PKJKAM_00142,ONMMKP_01138
group_3476,,Transposase,GEGEGB_02701,,BEJGEH_00305,,AJBGEP_00316,ODDLKH_00787,OEKLIE_01812,,PAPNPA_01871,,,PKJKAM_03447,
steF,steF;,Fimbrial protein SteF;Fimbrial protein,GEGEGB_03006,,BEJGEH_02958,HFCAGB_03171,,,,,PAPNPA_03061,BENMGJ_02190,,PKJKAM_02416,ONMMKP_03909
group_3458,,Cytoplasmic protein,GEGEGB_03539,,BEJGEH_03995,,AJBGEP_04147,ODDLKH_04395,OEKLIE_01308,ALJMDI_00849,PAPNPA_00521,,,,
copE1,;copE1,Copper-binding protein;CopE1,GEGEGB_02426,LNHIMF_00712,BEJGEH_00574,HFCAGB_00654,,,,ALJMDI_00668,PAPNPA_02586,,,,ONMMKP_01590
group_3374,,Endonuclease,GEGEGB_03103,,,HFCAGB_03260,AJBGEP_03208,5_refound_203_pseudo,OEKLIE_01167,,,,IKCLMC_03823,,ONMMKP_03821
group_3373,vapC,tRNA(fMet)-specific endonuclease VapC,GEGEGB_03101,,,HFCAGB_03258,AJBGEP_03206,ODDLKH_03467,OEKLIE_01165,,,,IKCLMC_03825,,ONMMKP_03823
group_3365,,Transposase,,LNHIMF_04574,BEJGEH_04615,,AJBGEP_04716,,OEKLIE_03587,ALJMDI_03937,PAPNPA_01475,BENMGJ_01107,,,
group_3307,,hypothetical protein,GEGEGB_04203,,BEJGEH_03582,HFCAGB_03785,AJBGEP_03734,,OEKLIE_03917,7_refound_298_pseudo,,BENMGJ_02903,,,
group_3301,,Adhesion protein;Fimbrial protein,,LNHIMF_03071,BEJGEH_03038,,,ODDLKH_03460,,ALJMDI_02798,,,IKCLMC_03833,PKJKAM_02338,ONMMKP_03831
group_3274,,Transposase;Conserved domain protein,GEGEGB_03979,LNHIMF_03803,BEJGEH_03808,,,,,ALJMDI_02302,PAPNPA_00999,,IKCLMC_02631,PKJKAM_03609,
group_3269,,Phage tail protein;Phage tail fiber protein H;Gp19,,,BEJGEH_04262,,AJBGEP_04411,,OEKLIE_03353,,PAPNPA_02720,,IKCLMC_01006,PKJKAM_01319,ONMMKP_02589
group_3253,,Secreted protein,,,,HFCAGB_03887,AJBGEP_03835,ODDLKH_04093,OEKLIE_04018,,,BENMGJ_03002,IKCLMC_02745,PKJKAM_03723,
group_3203,;frwB,PTS Fru family IIB subunit;PTS fructose transporter subunit IIBC,GEGEGB_03345,,,,AJBGEP_03436,ODDLKH_03694,OEKLIE_04337,ALJMDI_03033,,,IKCLMC_03596,PKJKAM_01774,
group_3184,dnaC,DNA replication protein DnaC,GEGEGB_02024,LNHIMF_02194,,HFCAGB_01061,AJBGEP_01010,ODDLKH_01661,OEKLIE_01726,,,,,PKJKAM_00038,
group_3179,,VWFA domain-containing protein,,,BEJGEH_02340,HFCAGB_02577,AJBGEP_02486,ODDLKH_02821,OEKLIE_02490,,PAPNPA_04443,,IKCLMC_01683,,
group_3079,,DUF5655 domain-containing protein,,LNHIMF_04594,BEJGEH_04635,HFCAGB_04753,,,,ALJMDI_03957,,,IKCLMC_03292,PKJKAM_02184,ONMMKP_02252
group_3061,,Inner membrane protein,GEGEGB_03541,,BEJGEH_03993,,AJBGEP_04145,ODDLKH_04393,OEKLIE_01306,ALJMDI_00847,PAPNPA_00519,,,,
group_3057,,Inner membrane protein,,,BEJGEH_00178,HFCAGB_00168,,,,,PAPNPA_03663,BENMGJ_01541,IKCLMC_03041,PKJKAM_00758,ONMMKP_02013
group_3055,dinI,DinI family protein,GEGEGB_01974,,,HFCAGB_01105,AJBGEP_01055,,OEKLIE_01771,ALJMDI_01358,,,IKCLMC_00553,PKJKAM_00229,
group_3018,recT;,Recombinase RecT;DNA breaking-rejoining protein;Gifsy-2 prophage RecT,,,,HFCAGB_01054;HFCAGB_01053,AJBGEP_01001,,OEKLIE_01717,ALJMDI_01305,,,IKCLMC_01573,PKJKAM_00141,ONMMKP_01139
group_3004,,Fimbrial subunit,GEGEGB_03005,,BEJGEH_02957,HFCAGB_03170,,,,,PAPNPA_03060,BENMGJ_02189,,PKJKAM_02417,ONMMKP_03910
group_2973,,Cytoplasmic protein,GEGEGB_03985,,,HFCAGB_04002,AJBGEP_03949,ODDLKH_04207,OEKLIE_02598,ALJMDI_02307,,BENMGJ_03116,,,
group_2964,,Phage tail fiber protein;Host specificity protein J,,LNHIMF_00689,,,AJBGEP_01302,ODDLKH_01701,6_refound_254,7_refound_297,,,IKCLMC_00544,,ONMMKP_01092
panS,;panS,Bile acid:sodium symporter;ketopantoate/pantoate/pantothenate transporter PanS,,,BEJGEH_04258,,AJBGEP_04407,ODDLKH_00053,OEKLIE_03349,,PAPNPA_02716,BENMGJ_01371,,,ONMMKP_02594
group_2924,,Inner membrane protein,GEGEGB_03540,,BEJGEH_03994,,AJBGEP_04146,ODDLKH_04394,OEKLIE_01307,ALJMDI_00848,PAPNPA_00520,,,,
tuf,tuf,elongation factor Tu,GEGEGB_03670,LNHIMF_04193,BEJGEH_04205,HFCAGB_04403,AJBGEP_04358,,,,,,,PKJKAM_00029,ONMMKP_02642
group_2912,,RHS-family protein;RHS repeat protein,GEGEGB_02707,LNHIMF_00306,,HFCAGB_00304,AJBGEP_00306,ODDLKH_00780,OEKLIE_01802,,,,IKCLMC_02046,,
group_2870,,Cytoplasmic protein,,,,HFCAGB_03576,AJBGEP_03525,ODDLKH_03786,OEKLIE_00805,ALJMDI_00146,,,IKCLMC_03506,PKJKAM_01683,
yefM,yefM,Orphan antitoxin YefM,,,,HFCAGB_03800,AJBGEP_03749,ODDLKH_04008,OEKLIE_03932,,,,IKCLMC_02830,PKJKAM_03808,ONMMKP_03286
